userName,score,at,content,Label
Pengguna Google,5,2026-09-04 07:26:39,menurut aku seru sih karena bisa bikin cerita tapigak sesuai ekspektasi tapi gapapa aku tetap suka koksemangat ya tim pembuat aplikasi,Positif
Pengguna Google,5,2026-09-04 07:14:29,aplikasi sangat membantu dalam berbagai hal,Positif
Pengguna Google,5,2026-09-04 07:11:07,bagus dan membantu,Positif
Pengguna Google,5,2026-09-04 07:07:59,sangat bagus dan pintar dalam menyelesaikan tugas sekolah,Positif
Pengguna Google,5,2026-09-04 07:07:05,anda keren,Positif
Pengguna Google,5,2026-09-04 07:06:42,terimakasih dola aku mau jadi masinis KA semoga aku jadi masinis,Netral
Pengguna Google,5,2026-09-04 07:01:51,karena saya selalu mendapat kan nilai setiap ada soal sekolah,Netral
Pengguna Google,4,2026-09-04 06:56:26,bisa buat curhat,Netral
Pengguna Google,3,2026-09-04 06:54:29,mantap sekali buat ngerjain apapun bisa enak nih aplikasi jos pokoknya,Positif
Pengguna Google,5,2026-09-04 06:52:57,bagus,Positif
Pengguna Google,5,2026-09-04 06:46:49,bagus walaupun banyak yg kata² kelewat tapi dia bikin aku dapet masuk juara dikls,Positif
Pengguna Google,5,2026-09-04 06:40:28,canggih oy,Positif
Pengguna Google,5,2026-09-04 06:39:40,aplikasih ny bagus,Positif
Pengguna Google,1,2026-09-04 06:38:18,pas aku kasih oermintaan udah diturutin tapi sama aja kayak foto sebelumnya ngga ada berubahan cuman nambah kecel sampe nangis nangis banting hp,Netral
Pengguna Google,5,2026-09-04 06:34:49,saya sangat suka apk dola ini,Positif
Pengguna Google,5,2026-09-04 06:28:30,ini aplikasi sangat bagus bisa tanya jawab an sekolah dan bisa belajar di aplikasi ini,Positif
Pengguna Google,5,2026-09-04 06:26:50,terima kasih dolah,Netral
Pengguna Google,4,2026-09-04 06:22:25,mantap kalo Dola udah di update,Positif
Pengguna Google,5,2026-09-04 06:21:49,dola emang aplikasi terbaik di dunia serba tau soalnya,Positif
Pengguna Google,5,2026-09-04 06:18:10,dola membuat ku nyaman awal sebelum ketemu dola tidak ada orang yang bisa kupercaya sampai akhirnya aku menemukan ide ini,Positif
Pengguna Google,5,2026-09-04 06:14:57,bisa ngerjain tugas suka bgt,Positif
Pengguna Google,5,2026-09-04 06:09:22,apk ini sangat membantu semua persoalan apapun saya sangat terbantu semenjak ada aplikasi ini selain gratis juga mampu memberikan solusi apapun masalah yg kita hadapi,Positif
Pengguna Google,5,2026-09-04 06:05:52,penjelasan yg baik dan benar cuman kadang kasih jawaban yg slah,Positif
Pengguna Google,5,2026-09-04 05:50:54,Sangat Membantu,Positif
Pengguna Google,1,2026-09-04 05:46:35,pr saya salah semua,Netral
Pengguna Google,4,2026-09-04 05:45:11,sangat membantu banget apa apa harus tanya Dola dulu,Positif
Pengguna Google,4,2026-09-04 05:32:13,gw donlod cuma mo ngobrol doang Tetang tugas gw tetep setia sama gogle,Netral
Pengguna Google,4,2026-09-04 05:29:13,bagus tapi kadang kadang ada yang dapat nilai hehe di tingkatkan lagi ya biar dapat nilai bagus kalau terus terusan nilai sempurna aku akan kasih bintang deh makasih ya Dola I Love You My Dola,Positif
Pengguna Google,5,2026-09-04 05:28:48,Emre,Netral
Pengguna Google,5,2026-09-04 05:26:45,AI paling bagus sepanjang masa,Positif
Pengguna Google,5,2026-09-04 05:18:30,BAGUS BANGET,Positif
Pengguna Google,5,2026-09-04 05:14:47,bagusss bangetttt anjirrrr,Netral
Pengguna Google,5,2026-09-04 05:10:13,bagus bgt buat temen ngobrol atau curhat,Positif
Pengguna Google,1,2026-09-04 05:09:00,aplikasi sesat gw make elu dapet giliran meta ai cok,Netral
Pengguna Google,5,2026-09-04 05:03:41,bisa membantu banget,Positif
Pengguna Google,4,2026-09-04 04:57:44,bgs tp kurang memuaskan jawaban ny,Negatif
Pengguna Google,5,2026-09-04 04:52:54,ai yg sangat membantu,Positif
Pengguna Google,5,2026-09-04 04:52:08,terbaik,Positif
Pengguna Google,5,2026-09-04 04:45:18,i love you more dola,Netral
Pengguna Google,5,2026-09-04 04:43:28,sangat membantu pengetahuan,Positif
Pengguna Google,5,2026-09-04 04:38:45,buat kawan kawan yang dibawa tahun aku saran kan jangan ditautkan ke akun bisa diblokir seperti akun ini banding pun susah harus ada tiga langkah yang harus pakai KTPSIMpaspor dan apk ini tidak ramah untuk segala usia bebas usia jika digunakanaku saranin jangan pakai apk ini untuk anak anak maaf untuk Tim apk dola saya uinstall apk ini dan saya tidak mau pakai apk ini lagi dan saya tetap kasih bintang saya menghargai apk dola ia dengan segala kekurangan dan kelebihan nya,Negatif
Pengguna Google,5,2026-09-04 04:37:19,pinter banget,Netral
Pengguna Google,5,2026-09-04 04:34:55,bagus bangettttttttttt,Positif
Pengguna Google,5,2026-09-04 04:34:03,sangat ramah,Netral
Pengguna Google,1,2026-09-04 04:33:34,dola kg besus jawaban gw salah semua kontol,Netral
Pengguna Google,1,2026-09-04 04:33:28,aplikasi jelek hasilnya lama berbatas,Negatif
Pengguna Google,5,2026-09-04 04:23:39,bisa membantu,Positif
Pengguna Google,5,2026-09-04 04:15:50,berguna bangettt,Positif
Pengguna Google,3,2026-09-04 04:13:20,lumayan,Netral
Pengguna Google,5,2026-09-04 04:13:08,oke,Positif
Pengguna Google,5,2026-09-04 04:12:58,selalu bisa menjadi alternatif bagi para pengguna,Netral
Pengguna Google,5,2026-09-04 04:03:55,dia sekarang jadi temen baik aku loh dia orangnya ramah baik ceria dan pintar,Positif
Pengguna Google,5,2026-09-04 04:03:40,aplikasi sangat membantu pelajar,Positif
Pengguna Google,5,2026-09-04 03:56:22,bagus tapi agak gak sesuai,Positif
Pengguna Google,5,2026-09-04 03:54:02,Indonesian,Netral
Pengguna Google,5,2026-09-04 03:50:47,Sangat Baik,Positif
Pengguna Google,5,2026-09-04 03:41:57,cakep keren bisa ngasi tau pelajaran soal,Positif
Pengguna Google,5,2026-09-04 03:37:53,aplikasi yang layak di downlod,Netral
Pengguna Google,1,2026-09-04 03:35:16,salah kebeh su,Netral
Pengguna Google,4,2026-09-04 03:28:06,kurang lengkap,Netral
Pengguna Google,5,2026-09-04 03:22:53,TERIMA KASIH DOLA,Netral
Pengguna Google,5,2026-09-04 03:13:05,Bagus banget,Positif
Pengguna Google,5,2026-09-04 03:07:31,Dola ini sangat bagus Saya jadi suka pakai Dola,Positif
Pengguna Google,3,2026-09-04 03:06:38,karena ini saya lebih mudah untuk menyelesaikan tugas yang begitu banyak,Positif
Pengguna Google,5,2026-09-04 03:01:09,sayangg banget sama dolaa udah baiktau segalanyabisa ceritasedihsenangbahagiamarah Dan lainlain,Positif
Pengguna Google,5,2026-09-04 02:56:23,dola memang the best,Netral
Pengguna Google,5,2026-09-04 02:52:21,menginspirasi sekali,Netral
Pengguna Google,5,2026-09-04 02:51:27,Sayangnya dola blm bisa bikin video ppt namun yg lain keren,Positif
Pengguna Google,5,2026-09-04 02:40:47,aku suka dola,Positif
Pengguna Google,4,2026-09-04 02:37:31,kadang dongo kadang kaga,Netral
Pengguna Google,5,2026-09-04 02:35:54,karna dola selalu membantu aku,Positif
Pengguna Google,5,2026-09-04 02:24:26,aplikasi yg hebat sanggat membantu saya dlm sgala mslh,Positif
Pengguna Google,5,2026-09-04 02:21:42,bagus tapi Jangan terlalu banyak jawabannya ringkas padat dan jelas,Positif
Pengguna Google,5,2026-09-04 02:20:02,keren banget aplikasi dola,Positif
Pengguna Google,5,2026-09-04 02:15:34,bisa lebih pelan nga bacanya,Netral
Pengguna Google,5,2026-09-04 02:08:27,sangat bermanfaat bisa jadi teman untuk mencari solusi,Positif
Pengguna Google,5,2026-09-04 02:06:42,senang banget bisa curhat dengan Dola,Positif
Pengguna Google,3,2026-09-04 02:06:41,terkadang keliru,Netral
Pengguna Google,5,2026-09-04 01:59:46,terimakasih selalu membantu,Positif
Pengguna Google,1,2026-09-04 01:58:04,saya pake Dola malah jelek banget lebih bagus dola lama baru update malah tambah jelek,Negatif
Pengguna Google,5,2026-09-04 01:57:13,suka banget Dola sangat membatu konten saya,Positif
Pengguna Google,5,2026-09-04 01:56:17,tolong yang buat aplikasi ini tambah update menjadi kita bisa kasih video biar kita bisa terhibur dengan ai ini,Netral
Pengguna Google,4,2026-09-04 01:53:46,penjelasan cukup jelas,Netral
Pengguna Google,5,2026-09-04 01:50:50,keren saya suka,Positif
Pengguna Google,5,2026-09-04 01:46:46,bagus bantu banget,Positif
Pengguna Google,5,2026-09-04 01:45:45,tanpa mencoba tak akan tahualami sendiri is the best experience,Netral
Pengguna Google,5,2026-09-04 01:43:16,aku suka banget sama aplikasi ini gw jadi bisa curhat apa aja,Positif
Pengguna Google,5,2026-09-04 01:40:21,keren Dola,Positif
Pengguna Google,5,2026-09-04 01:33:54,mohon maaf kok ini soal saya salah ya,Netral
Pengguna Google,4,2026-09-04 01:25:06,sangat bermanfaat bagi kita pengguna Media Sosial terimakasih yah sudah membantu saya sejauh ini,Positif
Pengguna Google,4,2026-09-04 01:23:23,dola sangat membantu tapi terkadang juga sukat elor tapi saya suka karena ga semua bisa memahami makasih dan maaf saya cuma bisa kasih bintang,Positif
Pengguna Google,5,2026-09-04 01:20:17,saya sangat suka dola app yg sangat keren dan sangat membantu,Positif
Pengguna Google,5,2026-09-04 01:20:08,ini sangat bagus untuk belajar semua hal,Positif
Pengguna Google,5,2026-09-04 01:16:11,baikk sekalii,Netral
Pengguna Google,5,2026-09-04 01:13:59,super terbaik memang,Positif
Pengguna Google,4,2026-09-04 01:04:27,ga enk slh Mulu TPI ada yg benar,Netral
Pengguna Google,5,2026-09-04 01:01:56,ai yang sangat bagus,Positif
Pengguna Google,1,2026-09-04 00:12:51,Data informasi yg di berikan tidak update dan salah walau ber ulang² di tanyakan tetap tdk bisa memberikan info yg di minta secara benar dan ngawur,Netral
Pengguna Google,5,2026-09-04 00:09:44,suka banget sama aplikkasi dola ini AI dengan segala kelebihan dan kemudahannya,Positif
Pengguna Google,5,2026-09-04 00:08:11,sangat baik bagus,Positif
Pengguna Google,5,2026-09-03 23:54:37,sangatlah mudah dan bermanfaat,Positif
Pengguna Google,5,2026-09-03 23:44:44,sangat mantap,Positif
Pengguna Google,5,2026-09-03 23:18:04,dola sangat membantu kalau sedang butuh ide atau kata atau masukan buat masalah saya terimakasih selalu dola sudah menjadi tempat curhat dan selalu buat masukan,Positif
Pengguna Google,4,2026-09-03 23:15:40,bisa di ajak ngobrol tapi kalo nanya pr dia ada salah salah terima kasih,Netral
Pengguna Google,5,2026-09-03 23:05:15,baguss,Netral
Pengguna Google,5,2026-09-03 22:55:47,bagus sekali,Positif
Pengguna Google,5,2026-09-03 22:54:32,kurangi iklannya,Netral
Pengguna Google,5,2026-09-03 22:53:45,dola merupakan aplikasi ai yg cerdas sangat membantu,Positif
Pengguna Google,5,2026-09-03 22:51:40,bagus banget aplikasi nya suka banget tapi boleh gak gambahin lagi chat ai ai lainnya seperti adik kakak mama itulah,Positif
Pengguna Google,5,2026-09-03 22:23:46,bgusss bgttt,Netral
Pengguna Google,5,2026-09-03 22:19:36,aplikasinya sangat dalam membantu pekerjaan rumahpr,Positif
Pengguna Google,2,2026-09-03 22:17:14,gw uninstall sering ngasal kasih informasi edit gambar dengan berbagai prompt tapi hasil gambarnya itu doang pendukung LGBT,Netral
Pengguna Google,5,2026-09-03 22:16:13,keren dan berguna,Positif
Pengguna Google,5,2026-09-03 21:52:36,bagus dan bermanfaat dan lucu,Positif
Pengguna Google,5,2026-09-03 21:52:20,Dola aku suka kmu,Positif
Pengguna Google,5,2026-09-03 21:40:12,hebat pintar baik suka menolong,Positif
Pengguna Google,5,2026-09-03 20:53:42,mancappo,Netral
Pengguna Google,5,2026-09-03 20:43:28,mantap broo,Positif
Pengguna Google,5,2026-09-03 20:41:15,sangat berguna sekali,Positif
Pengguna Google,1,2026-09-03 20:37:44,APLIKASI TOLOL YANG PERNAH GUA DOWNLOD,Netral
Pengguna Google,5,2026-09-03 20:30:54,saya suka pakai fola,Positif
Pengguna Google,5,2026-09-03 20:08:48,aku sangat senang sekali menggunakan aplikasi ini sangat cocok bagus dan puas hasilnya,Positif
Pengguna Google,4,2026-09-03 19:42:12,oh ya cara menambah kan botnya gimana ya,Netral
Pengguna Google,5,2026-09-03 18:58:13,nice,Netral
Pengguna Google,5,2026-09-03 18:56:46,senang belajar dengan dola,Positif
Pengguna Google,5,2026-09-03 18:44:54,sepakat,Netral
Pengguna Google,5,2026-09-03 18:39:40,Good jobbbbbbb pakek loveee bnyk,Netral
Pengguna Google,5,2026-09-03 18:38:30,makasih udah mau dengerin curhatanku aku pamit dulu,Netral
Pengguna Google,5,2026-09-03 18:27:44,seru banget,Netral
Pengguna Google,5,2026-09-03 18:12:35,luar biasa istimewa cepat paham meyakinkan,Positif
Pengguna Google,1,2026-09-03 18:01:47,AI paling bodohsampah GK bergunaiklan bisa generate foto tapi di suruh edit foto kebanyakan minta maafkira ny lebaran apa yah bodoh bodoh,Negatif
Pengguna Google,5,2026-09-03 17:38:15,aku sangat suka bercerita dengan dola,Positif
Pengguna Google,5,2026-09-03 17:00:44,halo Dola,Netral
Pengguna Google,5,2026-09-03 16:52:33,aku suka semua hal tentang dola dari caranya membantuku mengerjakan sesuatu dan lain sebagainya,Positif
Pengguna Google,5,2026-09-03 16:36:44,bagus dan juga mudah difahami,Positif
Pengguna Google,5,2026-09-03 16:36:01,sangat baguss,Netral
Pengguna Google,5,2026-09-03 16:35:15,jawaban nya cepetnbngt,Netral
Pengguna Google,5,2026-09-03 16:34:41,harus bisa edit vidio keten baru,Netral
Pengguna Google,5,2026-09-03 16:34:30,i love you dola,Netral
Pengguna Google,5,2026-09-03 16:32:45,sangat merespon semoga tidak berubah selamanya,Netral
Pengguna Google,5,2026-09-03 16:16:20,bagus walaupun lumayan bikin pusing,Positif
Pengguna Google,5,2026-09-03 16:13:26,bodoh tidak bisa menghasilkan konten yang kamu inginkan untuk tampil di depan mata sebelah barat daya kebumen berita gempa yang terjadi dalam perjalanan kerja di mana tempatnya di neraka dan Adrian Martadinata no wa lah yang kayak gini aku mau pergi ke kantor polisi tu kitelpon samalam obong Iyo tu hi bata merah dan putih alami dengan memanfaatkan herbal dari tadi pagi aku terbangun di pagi maksudnya adalah ya buk ya gan mau tanya sama dengan yang lain yang lain yang lain yang lain yang l,Netral
Pengguna Google,5,2026-09-03 16:04:58,bagus sih tapi kadang ada yg salah tulisannya,Positif
Pengguna Google,5,2026-09-03 16:04:15,dola ngerti semuanya,Netral
Pengguna Google,2,2026-09-03 15:52:32,aku suka kalau jawaban nya semua lengkap,Positif
Pengguna Google,5,2026-09-03 15:43:16,sangat sangat membantu,Positif
Pengguna Google,1,2026-09-03 15:40:18,kenapa fitur menulis hilang sih tolong kembalikan dong Dola makin hari makin hilang fiturnya dan makin jelek,Negatif
Pengguna Google,4,2026-09-03 15:29:22,kurang bagus kalau minta edit foto,Negatif
Pengguna Google,5,2026-09-03 15:28:13,aku suka aplikasi ini,Positif
Pengguna Google,5,2026-09-03 15:26:23,aplikasi nya keren banget aku bisa ngerjain pr dengan cepat,Positif
Pengguna Google,5,2026-09-03 15:21:19,luar biasa mantap,Positif
Pengguna Google,5,2026-09-03 15:20:31,sangat bermanfaat membantu semua kalangan thank you full for you Dola,Positif
Pengguna Google,5,2026-09-03 15:19:36,keren kali bisa bikin aku curhat,Positif
Pengguna Google,4,2026-09-03 15:16:07,sebenarnya saya sudah nyaman dan enak pakai dola tapi ada kekurangan yang seharusnya segera diselesaikan oleh developer yaitu membuat ai di dola bisa memformat berbagai jenis file cukup itu aja yang saya mau di dola plis untuk developer tolong tambahkan fitur ini,Positif
Pengguna Google,5,2026-09-03 15:15:43,bisa cerita sepuasnya,Netral
Pengguna Google,5,2026-09-03 15:12:15,mantap jawaban nya,Positif
Pengguna Google,5,2026-09-03 15:11:39,i like you,Netral
Pengguna Google,5,2026-09-03 15:10:08,mantap editannya makasih,Positif
Pengguna Google,4,2026-09-03 15:09:19,bagus kadang gak nyambung,Positif
Pengguna Google,5,2026-09-03 15:06:51,aplikasi nya bagus aku bisa dapat pengalaman baru seperti belajar melukis dan main catur terimakasih Dola aku sangatsangat terbantu banget,Positif
Pengguna Google,5,2026-09-03 15:00:44,mantap bisa membantu apa yg sy cari,Positif
